source_rank,weight_scale,timeframe,fast_days,mid_days,slow_days,long_days,bear_on,ret_slow_max,ret_mid_max,short_sma_mult,fast_sma_mult,rebound_ret_max,short_target_vol,short_cap,max_short,short_base,short_conf,trend_on,ret_slow_min,ret_mid_min,long_sma_mult,long_target_vol,long_cap,max_long,vol_ceiling,vol_floor_q,vol_floor_min,transaction_cost_bps,pass_target,score,max_abs_weight,train_annual_return,train_total_return,train_sharpe,train_max_drawdown,train_avg_abs_exposure,train_avg_turnover,validation_annual_return,validation_total_return,validation_sharpe,validation_max_drawdown,validation_avg_abs_exposure,validation_avg_turnover,locked_test_annual_return,locked_test_total_return,locked_test_sharpe,locked_test_max_drawdown,locked_test_avg_abs_exposure,locked_test_avg_turnover
15,2.0,4h,3.0,10.0,30.0,90.0,0.5,-0.05,-0.02,1.0,1.0,0.0,0.25,1.0,1.0,0.45,0.75,0.68,0.08,0.04,1.04,0.06,0.0,0.0,0.45,0.2,0.2,6.0,False,1.3057180105655037,1.6450857206563483,-0.016404565081902356,-0.07945894884560534,-0.13210017957473857,-0.22573098834535954,0.02198720673344975,0.010109230264661609,0.1574634273924047,0.14317708030760712,1.0258167262232927,-0.0786693323222486,0.06215081322573145,0.01839328815356981,1.131610876363104,0.31212323506837714,3.8686802937212446,-0.03429979261088523,0.06999795679795554,0.01980672467391214
19,2.0,4h,2.0,7.0,21.0,60.0,0.56,-0.05,-0.02,1.02,1.01,0.08,0.5,1.0,1.0,0.45,1.0,0.74,0.08,0.02,1.04,0.16,0.0,0.0,0.45,0.1,0.25,6.0,False,1.2749404565068052,2.0,-0.05314066055812783,-0.23915289312992016,-0.3147873507314406,-0.3543340387423426,0.0495142548219546,0.019142650932702076,0.058608782560840345,0.053500315603807636,0.3942791143931464,-0.11313347001828211,0.06387225548902195,0.023952095808383235,2.035018898232209,0.4895315545029586,4.05855075932813,-0.06424181911390137,0.17175711829816118,0.047231443912793256
17,2.0,4h,2.0,7.0,21.0,60.0,0.74,-0.05,0.01,1.02,1.04,-0.02,0.5,0.7,0.7,0.45,1.0,0.68,0.0,0.01,1.0,0.06,0.0,0.0,0.45,0.5,0.35,6.0,False,1.2381272696879044,1.4,0.02238487665923583,0.11718414899753804,0.31045592906121006,-0.08098210855097487,0.017369093231162196,0.00842911877394636,0.1263862362530821,0.11505798426402469,0.9665003087359707,-0.07134524972231626,0.03143712574850299,0.011177644710578841,1.166702499893372,0.319835310490727,4.31618681468982,-0.03009787158493127,0.08193384223918576,0.017811704834605594
21,2.0,4h,5.0,15.0,45.0,120.0,0.8,0.05,0.03,1.0,0.99,0.12,0.35,1.0,1.0,0.35,0.75,0.62,0.0,0.02,1.0,0.1,0.0,0.0,0.45,0.5,0.15,6.0,False,1.2346166834471277,1.479013215566937,-0.045558373943247576,-0.2081628060634063,-0.5227175448924953,-0.2745361700067732,0.022298024432333013,0.00824775458748116,0.17558418100723894,0.1595433191714022,1.191968850876368,-0.0663324484902521,0.06548343759722966,0.013361228338779,0.9631546384116638,0.2739212373615607,3.535763948597125,-0.055061098505255646,0.07580547560702948,0.02480417722151351
3,1.5,4h,2.0,7.0,21.0,60.0,0.56,-0.08,-0.04,0.98,1.0,0.08,0.35,1.0,1.0,0.65,0.55,0.68,0.0,0.0,1.02,0.16,0.1,0.1,0.45,0.1,0.2,6.0,False,1.2094114393348465,1.5,0.03721889260610434,0.20071256314108377,0.48281923331860643,-0.09270815322960513,0.031679903276785125,0.009728420574679068,0.12195142293239103,0.11103996724065612,1.0767810724036437,-0.04751824515818015,0.049592296949707966,0.011249845945703668,1.054916262372502,0.2949801111633803,3.864795487779206,-0.03224771955528338,0.10515904231885985,0.014122137404580152
0,1.2,4h,5.0,15.0,45.0,120.0,0.74,-0.05,0.01,0.98,1.04,0.04,0.7,1.0,1.0,0.35,1.0,0.68,0.0,0.02,1.02,0.1,0.1,0.1,0.45,0.5,0.25,6.0,False,1.204237167946125,1.2,-0.02538498109083942,-0.1207663326982018,-0.28644112013387424,-0.24889021600761008,0.03966471098489225,0.00820575661602093,0.07678687244047588,0.07004224527656921,0.6091905204139189,-0.07186009604375254,0.10251362563830177,0.020117071635884973,1.4787920287029728,0.3851422893395755,3.605253283028272,-0.025798175644226817,0.06702290076335878,0.024427480916030534
10,1.75,4h,2.0,7.0,21.0,60.0,0.56,-0.08,0.03,1.04,1.01,0.02,0.7,0.7,0.7,0.55,0.35,0.8,0.04,0.02,1.0,0.06,0.0,0.0,0.45,0.1,0.35,6.0,False,1.199957186868608,1.2249999999999999,-0.006654613020388833,-0.032868547120315283,-0.0267191541159082,-0.21706998249295262,0.03140166028097062,0.008716475095785442,0.09482465686560415,0.08643306868765022,0.9246589539286497,-0.06430878177717192,0.02445109780439122,0.011002994011976047,1.3000039793918212,0.3484221459293564,4.605557556889628,-0.02994223782440908,0.09351145038167939,0.021819338422391855
6,1.75,4h,2.0,7.0,21.0,60.0,0.56,-0.08,0.01,1.02,0.99,0.0,0.9,0.7,0.7,0.65,0.35,0.8,0.02,0.02,1.0,0.06,0.16,0.16,0.45,0.35,0.35,6.0,False,1.1984284878382412,1.2249999999999999,0.07461409501861893,0.43361953400335196,1.0728193004974937,-0.05815926187061726,0.02604054979699016,0.009426870472010226,0.12538909155811861,0.1141546713197652,1.2688469830937013,-0.038463695614253446,0.04325752904903114,0.013577574597853456,0.9503702378841594,0.270937533389489,4.144549638925489,-0.02633563763681468,0.08987792931111019,0.02422653784196004
42,2.0,4h,2.0,7.0,21.0,60.0,0.56,-0.12,0.01,1.04,1.01,0.02,0.9,1.0,1.0,0.45,0.35,0.62,0.04,0.04,1.04,0.06,0.16,0.16,0.45,0.35,0.35,6.0,False,1.1961463924908138,2.0,0.02742264070872924,0.1450119987453371,0.3010545468754209,-0.16843100294507352,0.03335466336280013,0.014377835880845806,-0.015489531673491319,-0.014183358346065211,-0.4769232386894139,-0.018758344860271947,0.025259996586765244,0.006811585005149258,1.8155897532319507,0.44994756376613365,3.795106104637413,-0.04299695940704451,0.11020827068248529,0.03185810114455356
11,1.75,4h,2.0,7.0,21.0,60.0,0.56,-0.08,0.01,1.02,1.0,0.0,0.7,0.7,0.7,0.65,1.0,0.68,0.08,0.0,1.02,0.16,0.1,0.1,0.45,0.1,0.2,6.0,False,1.177071402447063,1.2249999999999999,0.0022753950561702485,0.011441463614002112,0.06889191030412604,-0.188882520124795,0.031417624521072794,0.013984674329501916,0.0959794642738363,0.08748165002517116,0.9857289226811429,-0.038463695614253446,0.03789920159680639,0.011701596806387226,1.1941969483520216,0.3258219894804064,4.405132307447223,-0.0263356376368149,0.08571882951653945,0.02894402035623409
13,1.6,4h,5.0,15.0,45.0,120.0,0.68,0.0,0.03,1.04,1.02,0.04,0.5,1.0,1.0,0.55,0.35,0.86,0.04,0.0,1.02,0.16,0.1,0.1,0.45,0.2,0.35,6.0,False,1.162568706247625,1.6,-0.0920128797454498,-0.38316538048652327,-0.6008412226609184,-0.458193379999146,0.10027226059556808,0.024220804306251956,0.06691980682896714,0.06106625615159644,0.3819569919454361,-0.21415530001167582,0.237555870500009,0.04765507842357462,2.975508913652501,0.6410602067171813,3.831553079523538,-0.09775180689628338,0.2171282079259461,0.0561893563483262
7,1.6,4h,2.0,7.0,21.0,60.0,0.8,-0.08,-0.02,1.06,1.04,0.02,0.9,0.85,0.85,0.45,0.55,0.74,0.0,0.04,1.02,0.03,0.0,0.0,0.45,0.1,0.2,6.0,False,1.1531202020725861,1.36,-0.008445357285629118,-0.04156408590652172,-0.051897079646574064,-0.19388230108674598,0.0224557562488597,0.006451377485860245,0.09056095787774154,0.08256075560147291,0.9122169195084548,-0.042648107395343415,0.0162874251497006,0.005429141716566867,1.2341891717540476,0.3344447031143616,4.492400224014403,-0.02923793239679029,0.0882442748091603,0.024223918575063615
1,1.2,4h,3.0,10.0,30.0,90.0,0.56,-0.08,-0.04,0.98,1.0,0.08,0.35,1.0,1.0,0.65,0.55,0.68,0.0,0.0,1.02,0.16,0.1,0.1,0.45,0.1,0.2,6.0,False,1.104275445356233,1.2,0.004868961284774986,0.024610300478573377,0.1185066489608831,-0.0678948990664413,0.026677066171858946,0.00725193549659873,0.1704210993350399,0.1548823421481904,1.5713939172500198,-0.039989382084221425,0.05242767738701376,0.009073258629430333,0.7239867397926811,0.21588638751510714,3.746696200870055,-0.025798175644226706,0.06632596539753974,0.01203105087116327
8,1.6,4h,2.0,7.0,21.0,60.0,0.8,-0.08,0.01,0.98,1.0,0.08,0.9,0.85,0.85,0.35,1.0,0.68,0.08,0.01,1.04,0.06,0.0,0.0,0.45,0.5,0.15,6.0,False,1.0842470101198622,1.36,-0.013702249824230184,-0.06672984089914258,-0.1138970928112022,-0.20545846365868958,0.0209669768290458,0.009925196132092683,0.06446353251765902,0.05883070976105498,0.6573463595052552,-0.04264810739534364,0.014930139720558884,0.0081437125748503,1.3480549576450898,0.3584658243655281,4.379731797831246,-0.0292379323967904,0.07440203562340968,0.020763358778625954
14,2.0,4h,2.0,7.0,21.0,60.0,0.8,0.05,0.0,1.04,1.0,-0.02,0.7,0.85,0.85,0.45,1.0,0.74,0.02,0.0,1.02,0.03,0.0,0.0,0.45,0.2,0.15,6.0,False,1.0632339407592948,1.7,-0.012593042639117535,-0.06146438642002716,-0.042364121240550646,-0.2090090508579222,0.03179164386060938,0.01457763181901113,0.13107307026618886,0.11930287642491044,0.7060588501648634,-0.10225236256576131,0.10264471057884231,0.04411177644710579,1.4287343586556265,0.37503727631256156,3.682502318528707,-0.06933753223048633,0.14923664122137403,0.051908396946564885
18,2.0,4h,3.0,10.0,30.0,90.0,0.8,-0.08,-0.02,1.06,1.04,0.02,0.9,0.85,0.85,0.45,0.55,0.74,0.0,0.04,1.02,0.03,0.0,0.0,0.45,0.1,0.2,6.0,False,1.0512802003080575,1.7,-0.026662039140111116,-0.1265179216873642,-0.190163157306192,-0.22585792962654028,0.036444079547527826,0.009925196132092683,0.1515726834265121,0.13785202644662742,0.9219541588689218,-0.09417420184268088,0.051746506986027944,0.018662674650698603,1.1432097147703728,0.3146812537669561,3.7402728422626152,-0.036547415495987834,0.06272264631043256,0.012977099236641221
23,2.0,4h,3.0,10.0,30.0,90.0,0.56,-0.08,-0.04,1.0,1.04,-0.02,0.5,0.7,0.7,0.35,0.35,0.68,0.0,0.02,1.04,0.06,0.0,0.0,0.45,0.1,0.15,6.0,False,1.0411798662517193,1.4,0.005827816836369681,0.02951348353062988,0.12124433442117867,-0.09172700363971276,0.010440378585614267,0.00458220556172639,0.1361041782733594,0.12385791742168073,1.1854727029276144,-0.046703852723408934,0.024451097804391215,0.004191616766467065,0.901875211624692,0.25950406525637093,3.8110505855401686,-0.030097871584931046,0.0480916030534351,0.007124681933842239
5,1.5,4h,2.0,7.0,21.0,60.0,0.62,0.05,0.0,1.06,1.0,0.12,0.5,1.0,1.0,0.35,0.75,0.86,0.0,0.01,1.04,0.06,0.0,0.0,0.45,0.2,0.2,6.0,False,1.0327032774402118,1.5,-0.07516104927471456,-0.3236918478198384,-0.43389741039652957,-0.3626259118291074,0.09307205045142215,0.039553111173030016,0.07311858935680804,0.06670605725611356,0.41429427806008284,-0.14094345394409669,0.20496782703415178,0.07332858562553277,2.4386191982603425,0.5577955249360451,3.4510186714737,-0.11729616642543628,0.24883012643236252,0.06932806643720114
4,1.5,4h,3.0,10.0,30.0,90.0,0.56,-0.08,0.01,1.02,1.0,0.0,0.7,0.7,0.7,0.65,1.0,0.68,0.08,0.0,1.02,0.16,0.1,0.1,0.45,0.1,0.2,6.0,False,1.0277639453303422,1.0499999999999998,-0.014436836680830845,-0.070203925334696,-0.1513033522449176,-0.21418782435117767,0.035467980295566505,0.011959496442255062,0.18905929782826658,0.1716998262528211,1.6839793160904963,-0.03712680448671479,0.06377245508982035,0.01272455089820359,0.5856969904465492,0.17993980797039577,3.5787346781840546,-0.022573403688698312,0.06278625954198473,0.011832061068702292
12,1.75,4h,3.0,10.0,30.0,90.0,0.68,-0.08,0.0,0.98,1.01,-0.02,0.25,0.7,0.7,0.45,0.75,0.8,0.08,0.01,1.0,0.16,0.0,0.0,0.45,0.35,0.2,6.0,False,1.0274385242796336,1.1573239929600025,-0.023060576156370582,-0.11021996137816781,-0.40832177803018926,-0.14876649079372306,0.010754139929565275,0.005593170817554943,0.1737717634925311,0.15790735591358818,1.534275005563421,-0.04020446752933271,0.030984280874396992,0.008273303155761351,0.704915415772799,0.21104170865298033,3.8110505855401686,-0.024880706373049954,0.0397554043383207,0.005889689531603066
16,1.75,4h,3.0,10.0,30.0,90.0,0.56,-0.08,0.03,1.04,1.01,0.02,0.7,0.7,0.7,0.55,0.35,0.8,0.04,0.02,1.0,0.06,0.0,0.0,0.45,0.1,0.35,6.0,False,1.0190722902250475,1.2249999999999999,-0.03370118700282898,-0.15768283854549192,-0.2833349407458549,-0.31901620590563107,0.04212962962962962,0.010504469987228609,0.14076858571107453,0.12807942643778936,1.085379415795396,-0.06183422723469001,0.05868263473053892,0.020783433133732536,0.928805362882893,0.2658760433358507,3.9059959642868196,-0.0263356376368149,0.05454834605597964,0.018702290076335875
27,2.0,4h,3.0,10.0,30.0,90.0,0.5,-0.08,-0.04,0.98,1.02,0.02,0.25,1.0,1.0,0.45,1.0,0.74,0.08,0.02,1.02,0.03,0.16,0.16,0.45,0.5,0.25,6.0,False,1.0005854365643294,1.3925773782935447,-0.01441053091068778,-0.0700796962844995,-0.207193391366314,-0.0936539302677768,0.025215923448295745,0.006236885792397306,0.15452521306142275,0.1405213121264981,1.251437681403483,-0.05967289816076227,0.041052751670371854,0.010219727113493064,0.8244726250377918,0.24086138175716676,3.576727850860884,-0.029938296502827866,0.06335088641004628,0.013767506670441548
9,2.0,4h,2.0,7.0,21.0,60.0,0.74,-0.05,0.01,0.98,1.04,0.04,0.7,1.0,1.0,0.35,1.0,0.68,0.0,0.02,1.02,0.1,0.1,0.1,0.45,0.5,0.25,6.0,False,0.9863608134882171,2.0,0.0041139026084118235,0.02076241516480226,0.10406541768029519,-0.3023740482218188,0.07475672782613808,0.019624080767624744,0.10348762865852268,0.09429688517805546,0.5685970735638018,-0.11714736113449353,0.11908997416252154,0.0377111066824189,1.8973830083515533,0.46492644617704015,3.6059028642476254,-0.10274726281544011,0.2089001394808243,0.05800384130261556
3,1.4,4h,2.0,7.0,21.0,60.0,0.56,-0.08,-0.04,0.98,1.0,0.08,0.35,1.0,1.0,0.65,0.55,0.68,0.0,0.0,1.02,0.16,0.1,0.1,0.45,0.1,0.2,6.0,False,0.9863182903384826,1.4,0.034910761739847196,0.18739762276437877,0.48281923331860643,-0.08670820372871435,0.029567909724999446,0.009079859203033796,0.11379867507792452,0.10364991362729215,1.076781072403644,-0.04432381943882191,0.04628614381972743,0.010499856215990089,0.960772547150637,0.27336623619792655,3.8647954877792046,-0.030097871584931157,0.0981484394976025,0.013180661577608142
2,1.2,4h,3.0,10.0,30.0,90.0,0.8,-0.08,0.01,0.98,1.0,0.08,0.9,0.85,0.85,0.35,1.0,0.68,0.08,0.01,1.04,0.06,0.0,0.0,0.45,0.5,0.15,6.0,False,0.9769355887672115,1.02,-0.030155990121434884,-0.14210018829618265,-0.4539913512140911,-0.20330245354120413,0.019074986316365623,0.006699507389162561,0.18488685900269197,0.16793693882683147,1.7384254109017534,-0.034170703593706886,0.03410179640718563,0.009161676646706586,0.599958363410066,0.18373760466809141,3.795895466267192,-0.021928449297592745,0.038931297709923665,0.010381679389312977
28,2.0,4h,2.0,7.0,21.0,60.0,0.8,-0.05,-0.02,1.02,1.01,0.12,0.9,0.85,0.85,0.45,0.35,0.68,0.08,0.01,1.0,0.16,0.05,0.05,0.45,0.2,0.35,6.0,False,0.9708434892829234,1.7,-0.03221441518606516,-0.1511756637916326,-0.21545391510710218,-0.262702077916277,0.04708082466703156,0.017369093231162196,0.06549578684499235,0.05977025604062014,0.47349396320083353,-0.09664083455380301,0.06511976047904192,0.02035928143712575,1.6405864816840543,0.41693525113681806,4.166473395042841,-0.05493790850363012,0.14987277353689565,0.03816793893129771
15,1.75,4h,3.0,10.0,30.0,90.0,0.5,-0.05,-0.02,1.0,1.0,0.0,0.25,1.0,1.0,0.45,0.75,0.68,0.08,0.04,1.04,0.06,0.0,0.0,0.45,0.2,0.2,6.0,False,0.9340018491272005,1.4394500055743047,-0.013911550543815543,-0.0677207439537193,-0.13210017957473857,-0.19967422294078663,0.019238805891768528,0.008845576481578908,0.13793266942424753,0.12551296335540618,1.0258167262232922,-0.06906705446100136,0.054381961572515,0.01609412713437358,0.9433992036734131,0.26930530452900436,3.868680293721246,-0.030012318534524685,0.06124821219821109,0.01733088408967312
0,1.1,4h,5.0,15.0,45.0,120.0,0.74,-0.05,0.01,0.98,1.04,0.04,0.7,1.0,1.0,0.35,1.0,0.68,0.0,0.02,1.02,0.1,0.1,0.1,0.45,0.5,0.25,6.0,False,0.931941275756432,1.1,-0.023060141664253853,-0.11021798056737475,-0.2864411201338742,-0.23008729875884792,0.0363593184028179,0.0075219435646858524,0.07091284921906205,0.06469953987528254,0.6091905204139187,-0.06601834475096369,0.09397082350177663,0.018440648999561233,1.3036683947857428,0.3491927987281134,3.605253283028272,-0.02364832767387448,0.06143765903307888,0.022391857506361326
7,1.5,4h,2.0,7.0,21.0,60.0,0.8,-0.08,-0.02,1.06,1.04,0.02,0.9,0.85,0.85,0.45,0.55,0.74,0.0,0.04,1.02,0.03,0.0,0.0,0.45,0.1,0.2,6.0,False,0.9297073117143206,1.275,-0.007694793076649775,-0.03792712740306636,-0.051897079646574196,-0.1824672075336028,0.021052271483305966,0.006048166392993979,0.08497601912057884,0.07748653944622386,0.9122169195084545,-0.04001473408276812,0.01526946107784431,0.005089820359281437,1.1267649266505702,0.3110518618328302,4.492400224014403,-0.027410561621990848,0.08272900763358779,0.02270992366412214
6,1.6,4h,2.0,7.0,21.0,60.0,0.56,-0.08,0.01,1.02,0.99,0.0,0.9,0.7,0.7,0.65,0.35,0.8,0.02,0.02,1.0,0.06,0.16,0.16,0.45,0.35,0.35,6.0,False,0.9276178608579302,1.1199999999999999,0.06820318280245052,0.39131781406264654,1.0728193004974937,-0.053264171954693906,0.023808502671533862,0.008618853002980778,0.1144470658249781,0.10423781478238192,1.268846983093702,-0.03520170097545494,0.03954974084482848,0.012413782489466018,0.843763777653658,0.24555444645615876,4.144549638925489,-0.02407829726794497,0.08217410679872933,0.022149977455506325
10,1.6,4h,2.0,7.0,21.0,60.0,0.56,-0.08,0.03,1.04,1.01,0.02,0.7,0.7,0.7,0.55,0.35,0.8,0.04,0.02,1.0,0.06,0.0,0.0,0.45,0.1,0.35,6.0,False,0.9243643119915326,1.1199999999999999,-0.005756885833938963,-0.02848564932196407,-0.026719154115908233,-0.1997811721695033,0.028710089399744565,0.00796934865900383,0.08680166097054931,0.07914547641138414,0.9246589539286497,-0.058921642913059014,0.022355289421157682,0.010059880239520957,1.1443376874276554,0.314929543951904,4.605557556889628,-0.027404355397748992,0.08549618320610686,0.019949109414758266
31,2.0,4h,2.0,7.0,21.0,60.0,0.62,-0.08,0.01,1.04,1.02,0.08,0.5,0.55,0.55,0.35,0.55,0.86,0.04,0.04,1.0,0.03,0.0,0.0,0.45,0.5,0.2,6.0,False,0.9104556127240757,1.1,-0.01158930851228479,-0.056679153206324884,-0.1065649854258567,-0.19506640323549818,0.027367641470421738,0.006562453001785524,0.08779867547660625,0.08005135056149926,1.017618916789685,-0.034579628887631664,0.017234336230325813,0.00828663408600768,1.0937018407053496,0.3036999625773644,4.535716542920526,-0.026920344707108468,0.08312673003253553,0.01959287531806616
17,1.75,4h,2.0,7.0,21.0,60.0,0.74,-0.05,0.01,1.02,1.04,-0.02,0.5,0.7,0.7,0.45,1.0,0.68,0.0,0.01,1.0,0.06,0.0,0.0,0.45,0.5,0.35,6.0,False,0.8785453870965972,1.2249999999999999,0.019927922676298282,0.10381010212561748,0.3104559290612103,-0.07107036611253847,0.015197956577266919,0.007375478927203065,0.11078460099720111,0.10091664626552888,0.9665003087359697,-0.06259560693493627,0.02750748502994012,0.009780439121756485,0.9706565712524595,0.2756662897684281,4.31618681468982,-0.0263356376368149,0.07169211195928753,0.015585241730279899
11,1.6,4h,2.0,7.0,21.0,60.0,0.56,-0.08,0.01,1.02,1.0,0.0,0.7,0.7,0.7,0.65,1.0,0.68,0.08,0.0,1.02,0.16,0.1,0.1,0.45,0.1,0.2,6.0,False,0.8757589958309002,1.1199999999999999,0.0023492572691723446,0.011814615620096225,0.06889191030412614,-0.17381620256321584,0.028724685276409413,0.01278598795840175,0.08779850521590093,0.08005119587090359,0.9857289226811433,-0.03520170097545483,0.03465069860279442,0.010698602794411177,1.0538939431889656,0.2947488497465396,4.405132307447223,-0.02407829726794486,0.07837150127226464,0.026463104325699746
21,1.75,4h,5.0,15.0,45.0,120.0,0.8,0.05,0.03,1.0,0.99,0.12,0.35,1.0,1.0,0.35,0.75,0.62,0.0,0.02,1.0,0.1,0.0,0.0,0.45,0.5,0.15,6.0,False,0.86322333969889,1.29413656362107,-0.03962067444231654,-0.18319609097417255,-0.5227175448924951,-0.24431492799367494,0.019510771378291387,0.007216785264046015,0.15332961649697663,0.1394404822286619,1.191968850876368,-0.05819619852791913,0.05729800789757594,0.011691074796431625,0.8081548694930623,0.23686677355938168,3.535763948597126,-0.04831366371411916,0.0663297911561508,0.02170365506882432
8,1.5,4h,2.0,7.0,21.0,60.0,0.8,-0.08,0.01,0.98,1.0,0.08,0.9,0.85,0.85,0.35,1.0,0.68,0.08,0.01,1.04,0.06,0.0,0.0,0.45,0.5,0.15,6.0,False,0.8574170161725418,1.275,-0.012628887762358043,-0.0616349156220527,-0.11389709281120229,-0.1934364821023764,0.019656540777230433,0.009304871373836891,0.060632906179465706,0.05534343967768818,0.6573463595052549,-0.04001473408276823,0.01399700598802395,0.007634730538922155,1.2286107513339308,0.3332479123202252,4.379731797831248,-0.027410561621990737,0.06975190839694656,0.01946564885496183
38,2.0,4h,3.0,10.0,30.0,90.0,0.5,-0.05,0.01,1.02,1.01,0.04,0.7,1.0,1.0,0.65,0.35,0.68,0.02,0.0,1.0,0.03,0.0,0.0,0.45,0.5,0.35,6.0,False,0.8498625369334842,2.0,-0.11427887445041274,-0.45525126203311783,-0.6338317394551819,-0.5609084724433623,0.07668208659269354,0.022280171418322184,0.13135616152820484,0.11955922588598944,0.5886893278113988,-0.20509303184836059,0.15351653760904607,0.03780676692233144,2.0388134254576444,0.49019966831000295,4.376790180981184,-0.04299695940704451,0.124382647471186,0.03023506477398499
1,1.1,4h,3.0,10.0,30.0,90.0,0.56,-0.08,-0.04,0.98,1.0,0.08,0.35,1.0,1.0,0.65,0.55,0.68,0.0,0.0,1.02,0.16,0.1,0.1,0.45,0.1,0.2,6.0,False,0.8494353914721287,1.1,0.0045686549542467425,0.023078509450252582,0.11850664896088318,-0.062363960592248024,0.024453977324204037,0.0066476075385488356,0.15563266126843778,0.14152237032138348,1.5713939172500186,-0.03669734801640079,0.04805870427142928,0.008317153743644473,0.6488585922911623,0.19659730120496377,3.7466962008700553,-0.02364832767387448,0.06079880161441143,0.01102846329856633
13,1.5,4h,5.0,15.0,45.0,120.0,0.68,0.0,0.03,1.04,1.02,0.04,0.5,1.0,1.0,0.55,0.35,0.86,0.04,0.0,1.02,0.16,0.1,0.1,0.45,0.2,0.35,6.0,False,0.843455097460815,1.5,-0.0859635028220862,-0.36231854338140046,-0.6008412226609184,-0.43566844789019255,0.09400524430834507,0.02270700403711121,0.06456913741172565,0.05892683370008833,0.38195699194543636,-0.20175248204893936,0.2227086285937584,0.0446766360221012,2.660820868296939,0.5932012262112787,3.8315530795235366,-0.09179635088479776,0.20355769493057443,0.05267752157655581
20,1.75,4h,3.0,10.0,30.0,90.0,0.5,-0.08,0.01,1.0,1.02,0.0,0.18,1.0,1.0,0.45,0.75,0.62,0.0,0.02,1.0,0.03,0.0,0.0,0.45,0.1,0.35,6.0,False,0.8419264547339584,1.08,-0.03421616589361198,-0.1599274220866138,-0.5136986754399118,-0.23345016807932994,0.019558272925741374,0.007713680882064763,0.1755492272495538,0.15951177048606824,1.6961914813722736,-0.0400326776258213,0.03526951902445538,0.00915065819456241,0.5903577692556568,0.18118337116112282,3.7901933820561826,-0.022452141042626272,0.03594295794244095,0.007271794196364879
